"case_id","case_name","case_status","case_state","court_name","case_type","case_ongoing","case_special_collections","case_causes_of_action","case_issues"
17871,"The Republican State Committee of Delaware v. The State of Delaware Department of Elections","Coding Complete","Delaware","Delaware state trial court","Election/Voting Rights","No","COVID-19 (novel coronavirus), Healthy Elections COVID litigation tracker, Law Firm Antiracism Alliance (LFAA) project","State law","Voting: Physical/Effective Access, Election administration, Voting: General & Misc."
310,"John A and Mary B v. Castle","Coding Complete","Delaware","District of Delaware","Juvenile Institution","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Classification / placement, Disciplinary procedures, Food service / nutrition / hydration, Sanitation / living conditions, Recreation / Exercise, Mail, Phone, Fire safety, Dental care, Medical care, general, Mental health care, general, Totality of conditions, Education"
8366,"EEOC v. CHAMPION BOATS, INC.","Coding Complete","Arkansas","Western District of Arkansas","Equal Employment","No","EEOC Study — in sample",NULL,"Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
15308,"Stokes v. Realpage","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Criminal Justice (Other)","No","Multi-LexSum (in sample)","Fair Credit Reporting Act, 15 U.S.C. § 1681 (""FCRA"")","Record-keeping, Records Disclosure, Lending"
18263,"Civil Rights Corp v. Pestana","Approved","New York","Southern District of New York","Criminal Justice (Other)","Yes",NULL,"42 U.S.C. § 1983",NULL
8063,"EEOC v. SWIFT TRANSPORTATION COMPANY INC","Coding Complete","Oregon","District of Oregon","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Training, Direct Suit on Merits"
5577,"EEOC v. SHOPKO STORES, INC.","Coding Complete","Wisconsin","Eastern District of Wisconsin","Equal Employment","No","EEOC Study — in sample","Age Discrimination in Employment Act (ADEA), 29 U.S.C. §§ 621 et seq.","Disparate Treatment, Direct Suit on Merits"
10748,"Lake v. Kozmo.com, Inc.","Approved","District of Columbia","District of District of Columbia","Equal Employment","No",NULL,"42 U.S.C. § 1981",NULL
43137,"Planned Parenthood of Indiana and Kentucky v. Commissioner","Approved","Indiana","Southern District of Indiana","Healthcare Access and Reproductive Issues","No reason to think so",NULL,"42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201, Ex parte Young (federal or state officials)","Abortion, Facility requirements"
46065,"State of Washington v. Department of Justice","Approved","Washington","Western District of Washington","Healthcare Access and Reproductive Issues","Yes","Transgender Healthcare Access Cases, Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Declaratory Judgment Act, 28 U.S.C. § 2201","Funding, LGBTQ+, Juveniles, Medicaid, Gender identity, Sex discrimination, Education, Transgender"
17622,"Disability Rights Montana v. Batista","Approved","Montana","District of Montana","Prison Conditions","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983","Suicide prevention (facilities), Administrative segregation, Disciplinary segregation, Disciplinary procedures, Mental health care, general, Suicide prevention, Mental Illness, Unspecified, Mental health care, unspecified, Conditions of confinement, Solitary confinement/Supermax (conditions or process), Disability (inc. reasonable accommodations), Mental impairment, Confinement/isolation, Depression, Reasonable Accommodations, Reasonable Modifications"
10236,"Pangilinan v. Castro","Coding Complete","Northern Mariana Islands","District Court for the Northern Mariana Islands","Immigration and/or the Border","No",NULL,NULL,"U.S. citizenship - acquiring"
8410,"EEOC v. PREMIER OPERATOR SVCS, & DIGITAL NETWORK SVCS., IN","Coding Complete","Texas","Northern District of Texas","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Indian, National origin discrimination, Retaliation, Disparate Impact, Disparate Treatment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
45125,"Grabowski v. Arizona Board of Regents","Coding Complete","Arizona","District of Arizona","Education","Yes",NULL,"42 U.S.C. § 1983","Assault/abuse by staff, Education, School/University policies"
9725,"U.S. v. Maryland","Coding Complete","Maryland","District of Maryland","Juvenile Institution","No","Multi-LexSum (in sample)","Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. § 1997 et seq., Indv. w/ Disab. Educ. Act (IDEA), Educ. of All Handcpd. Children Act , 20 U.S.C. § 1400, Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Violent Crime and Law Enforcement Act, 34 U.S.C. § 12601 (previously 42 U.S.C. § 14141), Ex parte Young (federal or state officials)","Suicide prevention (facilities), Classification / placement, Disciplinary procedures, Staff (number, training, qualifications, wages), Sanitation / living conditions, Fire safety, Incident/accident reporting & investigations, Informed consent/involuntary medication, Juveniles, Rehabilitation, Sexual abuse by residents/inmates, Dental care, Medical care, general, Medication, administration of, Mental health care, general, Self-injurious behaviors, Suicide prevention, Excessive force, Failure to supervise, Conditions of confinement, Sex w/ staff; sexual harassment by staff, Education, Restraints (physical), Aggressive behavior, Confinement/isolation, Special education, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
16811,"J.E.M. v. Kinkade","Approved","Missouri","Western District of Missouri","Prison Conditions","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Declaratory Judgment Act, 28 U.S.C. § 2201","Medicaid, Public benefits (includes, e.g., in-state tuition, govt. jobs), Disability (inc. reasonable accommodations), Hepatitis"
46063,"University of California Student Association v. Carter","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Privacy Act, 5 U.S.C.  § 552a","Website, Civil Service, DOGE (Department of Government Efficiency)"
13289,"Premi v. City of New York","Coding Complete","New York","Eastern District of New York","Education","No",NULL,"42 U.S.C. § 1983, State law","Male, Religion discrimination"
17522,"Roman v. Wolf","Approved","California","Central District of California","Jail Conditions","Yes","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","Ex Parte Young (Federal) or Bivens, Habeas Corpus, 28 U.S.C. §§ 2241-2253; 2254; 2255, Ex parte Young (federal or state officials)","Crowding (General), Sanitation / living conditions, Medical care, general, Habeas Corpus, Conditions of confinement, Mitigation Requested, Mitigation Granted, Release Requested, Release Granted, Mitigation Denied, Release granted-individual, Release granted-group, Release-process created/modified, Totality of conditions, Constitutional rights, Detention - conditions, Population reduction/cap, Transfer-ordered or process created/modified, CDC Guidance ordered implemented, Social distancing ordered, Quarantine/isolation ordered, Contact tracing ordered, COVID testing ordered/modified, PPE-ordered provided to prisoners for free, PPE-ordered worn by staff, Sanitizer/Handsoap ordered made available/used, Independent monitor/inspector imposed/assisted, Inspection ordered/regulated, COVID reporting ordered"
8755,"EEOC v. POWERS D/B/A McDONALDS'S","Coding Complete","Georgia","Middle District of Georgia","Equal Employment","No","EEOC Study — in sample",NULL,"Disparate Treatment, Direct Suit on Merits"
707,"Hendrix v. Farley","Coding Complete","Indiana","Northern District of Indiana","Prison Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Crowding (General), Recreation / Exercise, Totality of conditions, Male, Female"
18563,"Ward v. Young","Approved","Texas","Western District of Texas","Disability Rights","Yes",NULL,"42 U.S.C. § 1983","Placement in detention facilities, Placement in mental health facilities, Disability (inc. reasonable accommodations), Mental impairment, Deinstitutionalization/decarceration"
46053,"United States v. State of Illinois","Coding Complete","Illinois","Northern District of Illinois","Immigration and/or the Border","Yes","Trump Administration 2.0: Litigation and Investigations Involving the Government, Trump Administration 2.0: Litigation and Investigations Involving the Government","42 U.S.C. § 1983, Immigration and Nationality Act (INA), 8 U.S.C. §§ 1101 et seq.","Sanctuary city/state, Deportation - procedure, Detention - procedures"
46228,"Corporation for Public Broadcasting v. Federal Emergency Management Agency","Approved","District of Columbia","District of District of Columbia","Presidential/Gubernatorial Authority","Yes","Trump Administration 2.0: Challenges to the Government, Trump Administration 2.0: Challenges to the Government","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","Funding, Public assistance grants, Government services, Impoundment (mandatory spending)"
15474,"Gary B. v. Snyder","Approved","Michigan","Eastern District of Michigan","Education","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, Title VI, Civil Rights Act of 1964, 42 U.S.C. § 2000d et seq., Ex parte Young (federal or state officials)","Staff (number, training, qualifications, wages), Race discrimination, Black"
16434,"Ragbir v. Sessions","Approved","New York","Southern District of New York","Immigration and/or the Border","Yes","Multi-LexSum (in sample)","Immigration and Nationality Act (INA), 8 U.S.C. §§ 1101 et seq., Habeas Corpus, 28 U.S.C. §§ 2241-2253; 2254; 2255","Family reunification, Placement in detention facilities, Undocumented immigrants - rights and duties, Habeas Corpus, Over/Unlawful Detention (facilities), Status/Classification, Discharge & termination plans, Constitutional rights, Criminal prosecution, Deportation - criteria, Deportation - procedure, Detention - criteria, Detention - procedures, Bail/Bond, Fines/Fees/Bail/Bond"
45372,"Doe v. Delaware County","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Prison Conditions","No",NULL,"Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., State law, State Anti-Discrimination Law, Protection and Advocacy of Individual Rights (PAIR), 29 U.S.C. § 794e","HIV/AIDS, Good time, Work release or work assignments, Disability (inc. reasonable accommodations)"
781,"Nunn v. Michigan Department of Corrections","Approved","Michigan","Eastern District of Michigan","Prison Conditions","No",NULL,"42 U.S.C. § 1983","Staff (number, training, qualifications, wages), Sex w/ staff; sexual harassment by staff, Female, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
12050,"Roman Catholic Archdiocese of St. Louis v. Sebelius","Coding Complete","Missouri","Eastern District of Missouri","Speech and Religious Freedom","No","Contraception Insurance Mandate, Multi-LexSum (in sample)","Religious Freedom Rest. Act/Religious Land Use and Inst. Persons Act (RFRA/RLUIPA), Administrative Procedure Act, 5 U.S.C. §§ 551 et seq., Declaratory Judgment Act, 28 U.S.C. § 2201","Contraception, Religious programs / policies, Religion discrimination"
8254,"EEOC v. Harbor Freight Tools USA","Coding Complete","Washington","Western District of Washington","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","State law, Title VII (including PDA), 42 U.S.C.  § 2000e, State Anti-Discrimination Law","Sex discrimination, Disability (inc. reasonable accommodations), Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Accommodation / Leave, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
18511,"Ohio Legal Rights Service v. Sunshine Group Home","Approved","Ohio","Southern District of Ohio","Disability Rights","No",NULL,"State law, Protection and Advocacy for Individuals with Mental Illness (PAIMI) Act, 42 U.S.C. § 10801","Mental impairment, P&A access authority, P&A Associational Standing"
15934,"Wood v. Ryan","Approved","Arizona","District of Arizona","Criminal Justice (Other)","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, Ex parte Young (federal or state officials)","Staff (number, training, qualifications, wages), Incident/accident reporting & investigations, Lethal Injection - Chemicals Used, Lethal Injection - Staffing (including physician), Conditions of confinement, Records Disclosure, Lethal Injection - General, Fines/Fees/Bail/Bond"
