unique_id,text
4497394-13232595-9731970,Exhibit Exhibits to Sentencing Memorandum
4497394-13232576-9731725,Sealed Sentencing Recommendation
4497394-13232563-9731705,Presentence Investigation Report
4497394-13232551-9731693,Objection to Presentence Investigation Report
4497394-13232539-9731680,Presentence Investigation Report
4497394-13232529-9731669,Presentence Investigation Report
4497394-13232515-9731655,Sentencing Scheduling Order
4497394-13232509-9731645,Order on Motion for Extension of Time
4497394-13232495-9731634,Motion for Extension of Time
4497394-13232488-9731623,Calendar Entry
4497394-13232477-9731611,Order for PSI and Report
4497394-13232468-9731600,Plea Agreement
4497394-13232457-9731590,Change of Plea Hearing
4497394-13232447-9731577,Notice of Hearing
4497394-13232435-9731566,Notice (Other)
4497394-13232423-9731551,Sealed Motion
4497394-13232413-9731539,Reply/Response Misc
4497394-13232405-9731529,Sealed Document
4497394-13232397-9731517,Order on Motion to Seal
4497394-13232390-9731506,Order on Motion for Miscellaneous Relief
4497394-13232378-9731492,Sealed Document
4497394-13232368-9731484,Motion to Seal
4497394-13232361-9731474,Order on Sealed Motion
4497394-13232351-9731462,Pretrial Conference
4497394-13232339-9731450,Sealed Motion
4497394-13232320-9731429,Order on Motion for Admission Pro Hac Vice
4497394-13232309-9731417,Motion for Miscellaneous Relief
4497394-13232301-9731406,Motion for Admission Pro Hac Vice
4497394-13232330-9731439,Jury Selection
4497394-13232290-9731395,Proposed Voir Dire
4497394-13232281-9731386,Order on Sealed Motion
4497394-13232272-9731377,Proposed Voir Dire
4497394-13232262-9731367,Sealed Document
4497394-13232254-9731358,Sealed Motion
4497394-13232245-9731347,Motion to Seal
4497394-13232239-9731341,Status Conference
4497394-13232231-9731331,Calendar Entry
4497394-13232221-9731319,Attorney Appearance - USA
4497394-13232212-9731309,Calendar Entry
4497394-13232203-9731299,Proposed Jury Instructions/Request to Charge
4497394-13232196-9731289,Order of Transfer
4497394-13232189-9731280,Certificate of Good Standing
4497394-13232183-9731274,Notice (Other)
4497394-13232172-9731263,Attorney Appearance - Defendant
4497394-13232163-9731253,Order on Motion for Admission Pro Hac Vice
4497394-13232149-9731240,Motion for Admission Pro Hac Vice
4497394-13232141-9731225,Motion in Limine
4497394-13232133-9731214,Notice (Other)
4497394-13232123-9731203,Notice (Other)
4497394-13232116-9731191,Scheduling Order
4497394-13232109-9731183,Order on Motion for Bill of Particulars
4497394-13232100-9731174,Status Conference
4497394-13232092-9731165,Status Conference
4497394-13232088-9731156,Notice
4497394-13232083-9731153,Notice
4497394-13232077-9731146,Memorandum in Opposition to Motion
4497394-13232069-9731139,Sealed Motion
4497394-13232061-9731131,Motion for Bill of Particulars
4497394-13232056-9731122,Evidentiary Hearing
4497394-13232049-9731115,Order on Motion for Miscellaneous Relief
4497394-13232040-9731104,Motion for Miscellaneous Relief
4497394-13232033-9731094,Order
4497394-13232023-9731084,Status Conference
4497394-13232014-9731073,Scheduling Order
4497394-13232004-9731061,Order
4497394-13231996-9731052,Order
4497394-13231987-9731041,Order
4497394-13231976-9731029,Calendar Entry
4497394-13231971-9731020,Order
4497394-13231960-9731011,Scheduling Order
4497394-13231950-9730996,Order
4497394-13231939-9730977,Notice (Other)
4497394-13231925-9730968,Order on Motion to Continue
4497394-13231913-9730955,Motion to Continue
4497394-13231900-9730938,Order
4497394-13231891-9730926,Order
4497394-13231879-9730914,Status Conference
4497394-13231868-9730896,Order on Motion to Continue
4497394-13231854-9730886,Motion for Extension of Time
4497394-13231842-9730867,Motion for Conference
4497394-13231833-9730856,Motion to Continue
4497394-13231828-9730849,Certificate of Good Standing
4497394-13231814-9730837,Order
4497394-13231803-9730823,Calendar Entry
4497394-13231792-9730812,Scheduling Order
4497394-13231781-9730800,Arraignment
4497394-13231769-9730786,Attorney Appearance - Defendant
4497394-13231759-9730774,Notice of Hearing
4497394-13231749-9730765,Summons Issued
4497394-13231740-9730753,Electronic Filing Order
4497394-13231729-9730742,Indictment
4497394-13231719-9730730,Order on Motion for Admission Pro Hac Vice
4497394-13231709-9730719,Motion for Admission Pro Hac Vice
4497394-13231700-9730707,Order on Motion to Continue
4497394-13231691-9730697,Motion to Continue
4497394-13231684-9730688,Bail Information Sheet
4497394-13231677-9730679,Bond
4497394-13231649-9730661,Order Setting Conditions of Release
4497394-13231641-9730636,Electronic Filing Order
4497394-13231631-9730622,Order on Motion to Unseal Case
4497394-13231620-9730608,Motion to Unseal Case
4497394-13231574-9730592,Affidavit
4497394-13231574-9730551,Complaint (Sealed)
4497394-302693855-308928105,Docket Annotation
4497394-301335796-307569780,Dismissal of Counts
4497394-299941655-306174531,Dismiss 
4497394-295286811-301513311,Sentencing Scheduling Order
4497394-295240476-301466855,Order on Motion for Extension of Time
4497394-291350109-297570276,Calendar Entry
4497394-290033871-296252943,Order on Motion to Seal 
4497394-289906378-296125424,Pretrial Conference
4497394-289618282-295837262,Order on Motion for Admission Pro Hac Vice
4497394-289147553-295366447,Order on Motion to Seal  AND Order on Sealed Motion
4497394-288261876-294479717,Status Conference
4497394-288254011-294471852,Set/Reset Deadlines/Hearings AND Calendar Entry
4497394-288098315-294316139,Calendar Entry
4497394-287017636-293235011,Order on Motion for Admission Pro Hac Vice
4497394-284719314-290933469,Set/Reset Deadlines/Hearings
4497394-283947700-290161090,Status Conference
4497394-283947682-290161072,Order on Motion for Discovery AND Order on Motion for Disclosure AND Order on Motion to Suppress AND Order on Motion for Release of Brady Materials AND Order on Motion for Bill of Particulars
4497394-283756902-289969954,Status Conference
4497394-283487898-289700492,Notice
4497394-283336212-289548603,Notice
4497394-276392310-282599515,Set/Reset Deadlines/Hearings
4497394-276238186-282445358,Status Conference
4497394-276227580-282434752,Order
4497394-273917357-280122680,Order
4497394-270906122-277108984,Order
4497394-269443211-275644514,Calendar Entry
4497394-268838769-275035421,Set Deadlines/Hearings
4497394-268707171-274903801,Order
4497394-268410179-274606773,Scheduling Order
4497394-268338191-274534779,Order
4497394-268276876-274473464,Set/Reset Deadlines/Hearings
4497394-268111205-274307793,Order on Motion to Continue 
4497394-267609683-273806225,Calendar Entry
4497394-267496261-273692730,Order
4497394-266027916-272223277,Order
4497394-262333130-268523878,Order
4497394-261949343-268139993,Calendar Entry
4497394-50280649-53787235,Judicial Evaluation Program Survey
4497394-50280648-53787234,Docket Annotation
4497394-50280647-53787233,Docket Annotation
4497394-50280646-53787232,Set/Reset Deadlines/Hearings
4497394-50280645-53787231,Set/Reset Deadlines/Hearings
4497394-50280644-53787230,Set/Reset Deadlines/Hearings
4497394-50280643-53787229,Set/Reset Deadlines/Hearings
4497394-50280642-53787228,Terminate Deadlines and Hearings
4497394-50280641-53787227,Set Deadlines/Hearings
4497394-50280640-53787226,Set/Reset Deadlines/Hearings
4497394-50280639-53787225,Calendar Entry
4497394-50280638-53787224,Set/Reset Deadlines/Hearings
4497394-50280637-53787223,Case Unsealed
4497394-50280636-53787222,Arrest - Other District
60317039-204071085-209886517,Trustee Payment Under 11 U.S.C. 330(e) Processed
60317039-187594135-193132066,Trustee Services Rendered Pursuant to 330(e)
60317039-181765642-187213091,Final Decree and Closing of Chapter 7 Case (AutoClose)
60317039-181662549-187108671,BNC Certificate of Notice - Order of Discharge
60317039-181416373-186859562,Discharge of Debtor (BNC)
60317039-176333661-181691266,Chapter 7 Trustee's Report of No Distribution - No Funds (d)
60317039-176266959-181623483,Financial Management Course (Official Form 423)
60317039-174038128-179361434,BNC Certificate of Notice - pdf
60317039-173684012-179003351,BNC Certificate of Notice - Meeting of Creditors
60317039-173653694-178972371,Order Re: Debtor's Compliance with 521 (BNC)
60317039-173636298-178954647,Meeting of Creditors Chapter 7 No Asset Individual (BNC-auto assignment)
60317039-173517320-178834445,Voluntary Petition 7
60317039-173517319-178834443,Statement of Social Security Number(s) (Must be Docketed Separately)
60317039-173517316-178834440,Declaration Re: Electronic Filing
60317039-173517315-178834439,122A-1 Chapter 7 Statement of Your Monthly Income Form
60317039-173517313-178834437,Certificate of Credit Counseling
60317039-173517309-178834433,Auto-docket of online payment
60317039-173517307-178834431,Meeting of Creditors Chapter 7 No Asset Individual (BNC-auto assignment)
68049630-388750562-397666962,Receipt - Generic - BK - Court Use Only
68049630-386703363-395329929,BNC Certificate of Notice - Order 
68049630-386149848-394678340,Certificate of Service
68049630-386139542-394667971,Money Judgment
68049630-386039642-394550574,Hearing Held
68049630-382511820-390328968,BNC Certificate of Notice - Order 
68049630-382142731-389954254,Request to Enter Default Judgment 
68049630-382142683-389954207,Withdrawal of Document
68049630-382142654-389954178,Request to Enter Default Judgment 
68049630-382063912-389875376,Notice of Hearing - (Generic)
68049630-381230717-389023424,Receipt - Generic - Adversary - Court Use Only
68049630-379832042-387573412,Change of Address
68049630-379696288-387428220,Notice of Returned Mail
68049630-378737076-386418032,BNC Certificate of Notice - Order 
68049630-378537591-386209114,Certificate of Service
68049630-378398086-386067240,Entry of Default
68049630-378059376-385721686,Hearing Withdrawn (Document) 
68049630-376752859-384387734,Request to Enter Default
68049630-372423688-379955654,Document
68049630-372398026-379929455,Hearing Withdrawn (Document)
68049630-372397948-379929378,Summons Issued
68049630-372123579-379620978,Summons Issued
68049630-372003040-379498645,Support
68049630-371971288-379466644,Certification and Agreement to Pay Filing Fee
68387381-418711741-432527945,Notice of Transfer of Claim
68387381-418500104-432305703,Notice of Mortgage Payment Change
68387381-418478795-432283988,none
68387381-418473313-432278404,Transfer of Claim
68387381-417262548-431021287,CerDocTyp - Notice of Confirmation of Chapter 13 Plan
68387381-417262541-431021279,BNC certificate of mailing of order
68387381-416976764-430725707,Confirming Chapter 13 Plan
68387381-412566849-426032209,*Amended/Modified Chapter 13 Plan and Related Motions AND *Request for Assumption of Executory Contracts and/or Unexpired Leases (Amended Plan)
68387381-412489657-425922469,BNC certificate of mailing of order
68387381-412310162-425644131,Denying Confirmation of Plan
68387381-411131717-424066311,"Hearing Cancelled (Now, for all Divisions)"
68387381-411116137-424047421,BNC certificate of mailing of order
68387381-410964082-423856866,Order on Motion for Relief from Stay
68387381-410713189-423530784,"Hearing Cancelled (Now, for all Divisions)"
68387381-408233457-420189323,"Objection to Confirmation of Chapter 13 Plan, Notice of Objection to Confirmation of Plan and Notice"
68387381-406990734-418487283,none
68387381-406924366-418399862,*Amended/Modified Chapter 13 Plan and Related Motions AND *Request for Assumption of Executory Contracts and/or Unexpired Leases (Amended Plan)
68387381-406919415-418393825,"Amended Schedule(s) and/or Statement(s), List(s)"
68387381-406513811-417829742,Relief from Stay - fee
68387381-406513805-417829735,none
68387381-397570749-406745860,CerDocTyp - Notice of Confirmation of Chapter 13 Plan
68387381-397570742-406745850,BNC certificate of mailing of order
68387381-397236404-406404900,Confirming Chapter 13 Plan
68387381-396681458-405834704,Withdrawal
68387381-396528213-405677816,"Hearing Cancelled (Now, for all Divisions)"
68387381-396332876-405472477,BNC certificate of mailing of order
68387381-396214886-405352158,Entered in Error to Wrong Case Number: See entry
68387381-395885330-405009929,Denying Confirmation of Plan
68387381-395542172-404658459,BNC certificate of mailing of order
68387381-395218260-404329142,Denying Confirmation of Plan
68387381-394452021-403545102,CerDocTyp - 2nd Ntc of Requirement to Complete Course in Personal Financial Management
68387381-394373346-403460532,BNC Forms Request Notice of Requirement to File Certification About a Financial Management Course
68387381-394290170-403375585,BNC certificate of mailing of order
68387381-394053043-403134466,Order on Motion to Dismiss Case (Trustee/USTrustee)
68387381-394024879-403105956,"Objection to Confirmation of Chapter 13 Plan, Notice of Objection to Confirmation of Plan and Notice"
68387381-393879671-402958160,"Hearing Cancelled (Now, for all Divisions)"
68387381-393730692-402806625,Directive for Plan Payments
