unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
4497394-13231769-9730786,"ATTORNEY APPEARANCE: Derrick Hogan appearing for Kristian Saucier (Hogan, Derrick) (Entered: 07/24/2015)",gpt-4o-mini-2024-07-18,340,2,Other,Other
4497394-13231759-9730774,"NOTICE OF HEARING as to Kristian Saucier ALL PERSONS ENTERING THE COURTHOUSE MUST PRESENT PHOTO IDENTIFICATION. Arraignment set for 7/27/2015 11:45 AM in East Courtroom, 450 Main St., Hartford, CT before Judge Donna F. Martinez (Richards, Vanessa) (Entered: 07/24/2015)",gpt-4o-mini-2024-07-18,385,2,Notice,Notice
4497394-13231749-9730765,"Summons Issued as to Kristian Saucier to appear on 7/27/2015, at 11:45 AM, in United States Courthouse 450 Main Street Hartford, CT 06103 East Courtroom, before DFM (Ghilardi, K.) (Entered: 07/24/2015)",gpt-4o-mini-2024-07-18,375,3,Summon,Summon
4497394-13231740-9730753,"ELECTRONIC FILING ORDER as to Kristian Saucier - PLEASE ENSURE COMPLIANCE WITH COURTESY COPY REQUIREMENTS IN THIS ORDER Signed by Judge Michael P. Shea on 7/23/2015. (Ghilardi, K.) (Entered: 07/24/2015)",gpt-4o-mini-2024-07-18,371,2,Order,Order
4497394-13231729-9730742,"INDICTMENT returned before Judge Victor A. Bolden. Grand jury number GJ-B-14-1 Summons to issue as to Kristian Saucier (1) count(s) 1, 2. (Ghilardi, K.) (Entered: 07/24/2015)",gpt-4o-mini-2024-07-18,369,4,Indictment,Indictment
4497394-13231719-9730730,"ORDER granting 11 Motion to Appear Pro Hac Vice as to Kristian Saucier (1) Certificate of Good Standing due by 9/21/2015. Signed by Clerk on 7/23/2015. (Fazekas, J.) [3:15-mj-00095-WIG] (Entered: 07/23/2015)",gpt-4o-mini-2024-07-18,385,2,Order,Order
4497394-13231709-9730719,"MOTION for Attorney(s) Derrick Hogan, Esq. to be Admitted Pro Hac Vice (paid $75 PHV fee; receipt number 0205-3667356). (Attachments: # 1 Affirmation in Support of Motion for Admission Pro Hac Vice, # 2 Affidavit Affidavit in Support of Motion for Admission Pro Hac Vice)(Cometti, Mario) [3:15-mj-00095-WIG] (Entered: 07/14/2015)",gpt-4o-mini-2024-07-18,411,4,Request / Motion,Request / Motion
4497394-13231700-9730707,"ORDER granting 9 Motion to Continue as to Kristian Saucier (1). Probable cause hearing continued to July 31, 2015 at 12:00PM Signed by Judge William I. Garfinkel on 6/2/2015. (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/08/2015)",gpt-4o-mini-2024-07-18,389,2,Order,Order
4497394-13231691-9730697,"MOTION To Continue Date for by USA as to Kristian Saucier. (Attachments: # 1 Order)(Richards, Vanessa) Modified on 6/8/2015 to edit event (Torres, K.). [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,376,4,Request / Motion,Request / Motion
4497394-13231684-9730688,"SEALED BAIL INFORMATION SHEET by Kristian Saucier (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,348,2,Other,Other
4497394-13231677-9730679,"Surety Bond Entered as to Kristian Saucier in amount of $ 100,000.00, (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,358,2,Other,Other
4497394-13231649-9730661,"ORDER Setting Conditions of Release as to Kristian Saucier Signed by Judge William I. Garfinkel on 5/29/2015. (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,365,2,Order,Order
4497394-13231641-9730636,"ELECTRONIC FILING ORDER as to Kristian Saucier - PLEASE ENSURE COMPLIANCE WITH COURTESY COPY REQUIREMENTS IN THIS ORDER Signed by Judge William I. Garfinkel on 5/29/2015. (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,384,2,Order,Order
4497394-50280651-53787237,"CASE UNSEALED as to Kristian Saucier (Torres, K.) [3:15-mj-00095-WIG]",gpt-4o-mini-2024-07-18,335,2,Other,Other
4497394-13231631-9730622,"Minute Entry for proceedings held before Judge William I. Garfinkel: Initial Appearance as to Kristian Saucier held on 5/29/2015; granting 3 Motion to Unseal Case as to Kristian Saucier (1);Bond set as to Kristian Saucier (1) 100,000 Surety; ( Probable Cause Hearing set for 6/18/2015 12:00 PM in Magistrate Courtroom, 4th Floor, Room 435, 915 Lafayette Blvd., Bridgeport, CT before Judge William I. Garfinkel). Defense counsel, Derrick Hogan's appearance is limited to today's hearing; a motion for Admission is forthcoming. 21 minutes(Court Reporter FTR.) (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,484,3,Minute Entry,Minute Entry
4497394-13231620-9730608,"ORAL MOTION to Unseal Case by USA as to Kristian Saucier. (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,353,4,Request / Motion,Request / Motion
4497394-13231574-9730551,"SEALED COMPLAINT as to Kristian Saucier (1). (Attachments: # 1 Affidavit) (Torres, K.) [3:15-mj-00095-WIG] (Entered: 06/02/2015)",gpt-4o-mini-2024-07-18,360,2,Complaint,Complaint
4497394-50280650-53787236,"Arrest of Kristian Saucier in Northern District of NY. (Torres, K.) [3:15-mj-00095-WIG]",gpt-4o-mini-2024-07-18,338,3,Arrest,Arrest
68261433-378752321-386436561,Initial Appearance is set for 03/01/2024 at 09:00AM in PRTL before Magistrate Judge Jeff Armistead. Ordered by Magistrate Judge Jeff Armistead. (CVB Auto) (Entered: 02/15/2024),gpt-4o-mini-2024-07-18,363,2,Other,Other
68261433-378752320-386436560,"Citation Issued as to Tanner W Wiese (1) count(s) 1. Ordered by Magistrate Judge Jeff Armistead. (Attachments: # 1 Original Ticket, # 2 Additional Probable Cause) (CVB Auto) (Entered: 02/15/2024)",gpt-4o-mini-2024-07-18,368,2,Other,Other
6331373-23942880-25314728,CERTIFICATION TO IOWA ATTORNEY GENERAL PURSUANT TO 28 U.S.C. ������������������������������������������������������ 2403(b). See Certification for particulars. Signed by Senior Judge Harold D. Vietor on 12/14/2010. (ajr) (Entered: 12/14/2010),gpt-4o-mini-2024-07-18,373,2,Other,Other
6331373-23942879-25314727,"ANSWER to Complaint by Gemini Capital Group, Neimen Stone & McCormick, PC.(Driscoll, Kevin) (Entered: 01/10/2011)",gpt-4o-mini-2024-07-18,342,2,Answer,Answer
6331373-23942878-25314726,"Corporate Disclosure/Statement of Interest by Gemini Capital Group, Neimen Stone & McCormick, PC. (Driscoll, Kevin) (Entered: 02/08/2011)",gpt-4o-mini-2024-07-18,346,2,Other,Other
6331373-23942877-25314725,"PROPOSED SCHEDULING ORDER AND DISCOVERY PLAN. (Johnson, Raymond) (Entered: 03/16/2011)",gpt-4o-mini-2024-07-18,336,6,Proposed Court Filings,Order
6331373-23942876-25314724,ORDER adopting 5 PROPOSED SCHEDULING ORDER AND DISCOVERY PLAN: Three-day Jury Trial set for 9/17/2012 09:00 AM in Des Moines - Room 455 - 4th Floor South before Senior Judge Harold D. Vietor. Final Pretrial Conference set for 9/5/2012 10:00 AM in Des Moines Courthouse before Magistrate Judge Celeste F. Bremer. Add Parties due by 7/25/2011. Amended Pleadings due by 8/25/2011. Plaintiffs Expert Witness due by 10/24/2011. Defendants Expert Witness due by 12/23/2011. Plaintiffs Rebuttal Witness Deadline due by 1/23/2012. Discovery due by 1/25/2012. Dispositive Motion Deadline due by 4/23/2012. Signed by Magistrate Judge Celeste F. Bremer on 3/17/2011. (mlr) (Entered: 03/17/2011),gpt-4o-mini-2024-07-18,530,2,Order,Order
6331373-23942875-25314723,"MOTION for Summary Judgment by Gemini Capital Group, Neimen Stone & McCormick, PC. Responses due by 12/12/2011 (Attachments: # 1 Statement of Undisputed Facts in Support of Motion for Summary Judgment, # 2 Memorandum in Support of Motion for Summary Judment, # 3 Appendix in Support of Motion for Summary Judgment)(Driscoll, Kevin) (Entered: 11/17/2011)",gpt-4o-mini-2024-07-18,400,4,Request / Motion,Request / Motion
6331373-23942874-25314722,"RESPONSE to Motion re 7 MOTION for Summary Judgment filed by Phillip New. Replies due by 12/19/2011. (Attachments: # 1 Statement of Material Facts, # 2 Brief in Support, # 3 Appendix)(Johnson, Raymond) (Entered: 12/08/2011)",gpt-4o-mini-2024-07-18,373,4,Reply / Response,Reply / Response
6331373-23942873-25314721,"MOTION to file overlength brief by Gemini Capital Group, Neimen Stone & McCormick, PC.Motions referred to Celeste F. Bremer. Responses due by 1/6/2012 (Attachments: # 1 Exhibit Defendants' Reply to Plaintiff's Resistance to Motion for Summary Judgment)(Driscoll, Kevin) (Entered: 12/19/2011)",gpt-4o-mini-2024-07-18,387,4,Request / Motion,Request / Motion
6331373-23942872-25314720,TEXT ORDER granting 9 Motion to file overlength brief. The Clerk shall detach and file the brief attached to the Motion. Signed by Magistrate Judge Celeste F. Bremer on 12/19/2011. (mlr) (Entered: 12/20/2011),gpt-4o-mini-2024-07-18,367,2,Order,Order
6331373-23942871-25314719,"DEFENDANT'S REPLY TO PLAINTIFF'S RESISTANCE TO 7 MOTION for Summary Judgment. Filed by Gemini Capital Group, and Neimen Stone & McCormick, PC. (fm) (Entered: 12/22/2011)",gpt-4o-mini-2024-07-18,361,4,Reply / Response,Reply / Response
6331373-23942870-25314718,"MOTION for Leave to File Surreply Brief by Phillip New.Motions referred to Celeste F. Bremer. Responses due by 2/6/2012 (Attachments: # 1 Surreply Brief)(Johnson, Raymond) (Entered: 01/19/2012)",gpt-4o-mini-2024-07-18,365,4,Request / Motion,Request / Motion
6331373-23942869-25314717,TEXT ORDER granting 12 Motion for Leave to File Surreply brief. The Clerk shall detach and file the brief attached to the motion. Signed by Magistrate Judge Celeste F. Bremer on 1/20/2012. (mlr) (Entered: 01/20/2012),gpt-4o-mini-2024-07-18,369,4,Request / Motion,Order
6331373-23942868-25314716,"NOTICE Plaintiff's Surreply Brief to Defendants' Reply to Plaintiff's Resistance to Motion for Summary Judgment by Phillip New re 11 Reply to Response (dv, ) Modified Link on 1/27/2012 (dv, ). (Entered: 01/23/2012)",gpt-4o-mini-2024-07-18,365,7,Brief / Memorandum of Law,Notice
6331373-23942867-25314715,"Unresisted MOTION to Amend/Correct 6 Order Regarding Proposed Scheduling Order and Discovery Plan,, by Gemini Capital Group, Neimen Stone & McCormick, PC.Motions referred to Celeste F. Bremer. Responses due by 2/13/2012 (Driscoll, Kevin) (Entered: 01/25/2012)",gpt-4o-mini-2024-07-18,380,4,Request / Motion,Request / Motion
6331373-23942866-25314714,"NOTICE of Appearance by Jeffrey A Craig on behalf of All Defendants (Craig, Jeffrey) (Entered: 01/26/2012)",gpt-4o-mini-2024-07-18,336,2,Notice,Notice
6331373-23942865-25314713,"TEXT ORDER granting 15 Motion to Extend the Discovery deadline to and including April 15, 2012. Signed by Magistrate Judge Celeste F. Bremer on 1/30/2012. (mlr) (Entered: 01/30/2012)",gpt-4o-mini-2024-07-18,364,2,Order,Order
6331373-52208604-56234051,"Set/Reset Deadlines: Discovery due by 4/15/2012. (dv, )",gpt-4o-mini-2024-07-18,328,3,Minute Entry,Notice
6331373-23942864-25314712,"TEXT ORDER SCHEDULING HEARING re 7 MOTION for Summary Judgment filed by Gemini Capital Group and Neimen Stone & McCormick, PC. IT IS ORDERED that oral arguments on defendants' motion for summary judgment will be heard commencing at 10:30 a.m. on Thursday, April 12, 2012. Signed by Senior Judge Harold D. Vietor on 3/13/2012. (mel) (Entered: 03/13/2012)",gpt-4o-mini-2024-07-18,408,2,Order,Order
6331373-52208603-56234050,"Set/Reset Hearings: Motion for Summary Judgment Hearing set for 4/12/2012 10:30 AM in Des Moines - Room 455 - 4th Floor South before Senior Judge Harold D. Vietor. (pb,)",gpt-4o-mini-2024-07-18,357,3,Minute Entry,Minute Entry
6331373-23942863-25314711,"TEXT MINUTE ENTRY for Oral Arguments held before Senior Judge Harold D. Vietor on 4/12/2012 re: 7 MOTION for Summary Judgment filed by defendants Gemini Capital Group, and Neimen Stone & McCormick, PC. Begin 10:30 a.m., end 11:15 a.m. Kevin Driscoll and Jeffrey Craig appeared for defendants and Ray Johnson appeared for plaintiff. Mr. Driscoll and Mr. Johnson argued, and Judge Vietor took the motion under advisement. (Court Reporter Theresa Kenkel.) (ajr) (Entered: 04/18/2012)",gpt-4o-mini-2024-07-18,434,3,Minute Entry,Minute Entry
6331373-23942862-25314710,RULING DENYING 7 Defendant's Motion for Summary Judgment. See Ruling for particulars. Signed by Senior Judge Harold D. Vietor on 5/2/2012. (ajr) (Entered: 05/02/2012),gpt-4o-mini-2024-07-18,360,2,Order,Order
6331373-23942861-25314709,"NOTICE of Settlement by Phillip New (Johnson, Raymond) (Entered: 08/20/2012)",gpt-4o-mini-2024-07-18,329,2,Notice,Notice
6331373-23942860-25314708,"TEXT ORDER for Closing Documents re 21 Notice of Settlement filed by Phillip New. The Court was advised by counsel that this case has been settled. Closing documents (i.e., a stipulated dismissal signed by counsel for both parties) shall be filed by September 21, 2012. If no closing documents are filed, pursuant to Local Rule 41.c the Court may order dismissal of this action without further notice. Within 60 days of a dismissal order, either party may petition to have the case reinstated after showing good cause as to why settlement was not in fact consummated. Final Pretrial Conference set for September 5, 2012, and Trial set for September 17, 2012, are canceled. Dismissal Papers due by 9/21/2012. Signed by Magistrate Judge Celeste F. Bremer on 8/20/2012. (mlr) Modified on 8/22/2012 (pb, ) to correct Dismissal Papers due on 9/21/2012. (Entered: 08/20/2012)",gpt-4o-mini-2024-07-18,531,2,Order,Order
6331373-52208602-56234049,"Set/Reset Deadlines: Dismissal Papers due by 9/21/2012. (pb, )",gpt-4o-mini-2024-07-18,331,2,Order,Order
6331373-23942859-25314707,"STIPULATION of Dismissal by Gemini Capital Group, Neimen Stone & McCormick, PC. (Driscoll, Kevin) (Entered: 09/19/2012)",gpt-4o-mini-2024-07-18,347,4,Stipulation,Stipulation
67670339-418769151-432594279,"TEXT ORDER. I have reviewed the papers filed in response to my Order to Show Cause (Apr. 11, 2024, ECF No. 39). The papers present an issue of fact regarding whether the Court has been presented with false information in connection with this litigation. To try to resolve the issue, I direct the following:Counsel for Defendants is ordered to obtain information from William Murphy about the message allegedly sent to him by attorney Maureen Bass:(A) The make and model of the phone on which he allegedly received the message;(B) The name of his cell phone provider at the time he allegedly received the message;(C) The telephone number of the cell phone on which he allegedly received the message; and(D) The approximate date of receipt of the alleged message.Maureen Bass, Esq., is ordered to provide answers to the following questions:(A) The make an model of the phone she used in 2023 and 2024;(B) The telephone number of the phone she used in 2023 and 2024; and(C) The name of her cell phone service provider for 2023 and 2024.Answers to the above questions shall be submitted under oath. Because of the sensitive information being ordered produced, each side may provide it in a sealed response by U.S. Mail to the undersigned at 100 State Street, Rochester, NY 14614. Indicate on the outside of the envelope that the material is Confidential to be opened only by the judge. The responses are to be mailed to the undersigned not later than Thursday, March 6, 2025, unless the Court grants an extension upon application showing good cause. SO ORDERED. Hon. Mark W. Pedersen, U.S. Magistrate Judge. Signed by Hon. Mark W. Pedersen on 2/28/25. (Pedersen, Mark) Added document number on 3/3/2025 (RE). (Entered: 02/28/2025)",gpt-4o-mini-2024-07-18,715,2,Order,Order
67670339-418769150-432594278,"Mediation Certification by Hugh M. Russ, III. The case has not settled mediation will continue on 7/24/2025.(Russ, Hugh) (Entered: 01/08/2025)",gpt-4o-mini-2024-07-18,350,2,Other,Other
67670339-418769149-432594277,"ANSWER to 13 Amended Complaint by Town of Greece, William D. Reilich, Michelle Marini, Keith Suhr, Kirk Morris.(Ivy, Svetlana) (Entered: 12/02/2024)",gpt-4o-mini-2024-07-18,354,2,Answer,Answer
67670339-418769148-432594276,"Minute Entry for proceedings held before Hon. Mark W. Pedersen: Status Conference held on 11/26/2024. Appearances: Maureen T. Bass, Esq.; Svetlana K. Ivy, Esq.; Karl Jay Sleight, Esq.. Written order to be issued setting out the parameters of a motion hearing. (Court Reporter Microsoft Teams Conference Recording.) (JB) (Entered: 11/26/2024)",gpt-4o-mini-2024-07-18,396,3,Minute Entry,Minute Entry
67670339-418769147-432594275,"TEXT ORDER: Status Conference to discuss items noted in ECF No. 57 pages 3-4 set for 11/26/2024 11:00 AM via telephone conference before Hon. Mark W. Pedersen. Parties directed to call 585-529-1799 and enter access code 237597435# at time of conference. Parties directed not to use speakerphones for this conference. SO ORDERED. Signed by Hon. Mark W. Pedersen on 11/8/24. (Hartsough, Harrison) (Entered: 11/08/2024)",gpt-4o-mini-2024-07-18,429,2,Order,Order
